paper_spec,model,paper,workflow_state,final_CG,final_REA,source_resolution,relative_dot_path,sha256,bytes,nodes,edges,root,dot_parseable,strict_structure_ok
gpt_5_2:s41467-025-56757-2,gpt_5_2,s41467-025-56757-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56757-2.dot,44f0e103bdda502d3b600d308abc2ae8122c1bc8665e5fbe2933b34ee3d97df3,8641,28,34,NROOT,true,true
gpt_5_2:s41467-025-56761-6,gpt_5_2,s41467-025-56761-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56761-6.dot,0b8db5b8ec828ceca775f1f480c9c492e3bd08c2fa3d9164c31b322a93e1b6b2,4542,16,15,NROOT,true,true
gpt_5_2:s41467-025-56764-3,gpt_5_2,s41467-025-56764-3,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56764-3.dot,41147272abed5a220fe690ee242e4f8bf312da079d49fc2dbaf68a4e7fa8d6fe,9059,38,42,NROOT,true,true
gpt_5_2:s41467-025-56765-2,gpt_5_2,s41467-025-56765-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56765-2.dot,d7390ba7ec2c9d492742b03cd4fa25c820d422f8300350f956a82af0b5152a81,14597,56,62,NROOT,true,true
gpt_5_2:s41467-025-56769-y,gpt_5_2,s41467-025-56769-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56769-y.dot,d75acb74d0dcbbf901ff55151d331a5f34ffa2fc0a37c8a2c6ff88ef98edf8c3,7724,27,30,NROOT,true,true
gpt_5_2:s41467-025-56776-z,gpt_5_2,s41467-025-56776-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56776-z.dot,839e8c8e8b46bdb3f67c7bcaff99cc55fae538fc92216fa33d3b8177a2e2b803,6187,21,21,NROOT,true,true
gpt_5_2:s41467-025-56786-x,gpt_5_2,s41467-025-56786-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56786-x.dot,6bb2dc7f8168c104c1465e66e655eb2118ebbbbfa9fded3cad35e39d98e47361,4917,22,21,NROOT,true,true
gpt_5_2:s41467-025-56787-w,gpt_5_2,s41467-025-56787-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56787-w.dot,5123fb7ce6aa6a86918618fba992e9b4388f04e18269289d99a715fca0d41678,7777,34,39,NROOT,true,true
gpt_5_2:s41467-025-56795-w,gpt_5_2,s41467-025-56795-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56795-w.dot,c376f0b4069c8e0e91034276f65ee0a6ac7e454832828075e1fe5f6481e9819e,5029,17,21,NROOT,true,true
gpt_5_2:s41467-025-56797-8,gpt_5_2,s41467-025-56797-8,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56797-8.dot,e12f4f8c39abc144722ce658dda3d6261abeea3e9f6ff8aed326fceb873bc4d7,10820,37,43,NROOT,true,true
gpt_5_2:s41467-025-56798-7,gpt_5_2,s41467-025-56798-7,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56798-7.dot,13da4a4afb38f3191157f17bf52cd9bec4eaa8984bbc7e598f6484d35fbb0131,10845,34,37,NROOT,true,true
gpt_5_2:s41467-025-56799-6,gpt_5_2,s41467-025-56799-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56799-6.dot,b08e6a4f0ad2841b2cfd9c4a281f127ec7c4d5bf5a0a432ed0ea04863eae2120,5528,19,20,NROOT,true,true
gpt_5_2:s41467-025-56814-w,gpt_5_2,s41467-025-56814-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56814-w.dot,5c91093e0c292353a6dd82f3bfc4fe6086d8a86c65cb6e77b311a27da6046841,5148,19,18,NROOT,true,true
gpt_5_2:s41467-025-56815-9,gpt_5_2,s41467-025-56815-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56815-9.dot,fb588caff61b3179fa3063d2bfdb87c36c6fc91dc3e4e9a775311072454397f4,15109,47,50,NROOT,true,true
gpt_5_2:s41467-025-56819-5,gpt_5_2,s41467-025-56819-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56819-5.dot,bbfae45366ef64cfd81d680ee29c963d46274c552f84eec51084958bafc2a795,19549,69,97,NROOT,true,true
gpt_5_2:s41467-025-56821-x,gpt_5_2,s41467-025-56821-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56821-x.dot,b975935c58631097598e0cd2549981af45f5a9a0fd7fb8b590b42af24a746f02,5623,20,21,NROOT,true,true
gpt_5_2:s41467-025-56822-w,gpt_5_2,s41467-025-56822-w,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56822-w.dot,7e4809e2425e05e5771250ff056fd3091029f51745e04e55e2cc90b8945e3deb,4002,15,16,NROOT,true,true
gpt_5_2:s41467-025-56842-6,gpt_5_2,s41467-025-56842-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56842-6.dot,88c107d2b9fa587c2f5f35bc7f8321ed1863d07cca156c2ea8ba3f26ef8e78d9,13041,49,48,NROOT,true,true
gpt_5_2:s41467-025-56846-2,gpt_5_2,s41467-025-56846-2,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56846-2.dot,8b8bd51c2d19a516897b427a0960e3f5ff8ea449bd1e83823e9514600ea50046,13967,48,52,NROOT,true,true
gpt_5_2:s41467-025-56850-6,gpt_5_2,s41467-025-56850-6,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56850-6.dot,03b8f994bc563147c45c017df186012c13c888b31b35a1b236b2d3434f3a30f5,13535,60,69,NROOT,true,true
gpt_5_2:s41467-025-56852-4,gpt_5_2,s41467-025-56852-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56852-4.dot,2dc562fb243dd40ef6f2a9394ffd0ee92af625856623a5a0359f8308ce923632,2387,8,7,NROOT,true,true
gpt_5_2:s41467-025-56853-3,gpt_5_2,s41467-025-56853-3,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56853-3.dot,6510d25cc8ec83f4bd3f74119484f5966bd897142bb6c79ea7c270440a608142,7924,28,30,NROOT,true,true
gpt_5_2:s41467-025-56856-0,gpt_5_2,s41467-025-56856-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56856-0.dot,8defc7c0056ceb00627536609fc0e77d603fc831ffb4dbbd439c98a7373152e1,7005,25,28,NROOT,true,true
gpt_5_2:s41467-025-56857-z,gpt_5_2,s41467-025-56857-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56857-z.dot,1e46f4929795c9f82eb3e6208339cd527e3074df6e74a57498e01ea9fed3b82b,6728,27,29,NROOT,true,true
gpt_5_2:s41467-025-56858-y,gpt_5_2,s41467-025-56858-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56858-y.dot,87320fdad10b122219d4f06ab3af62835cf7c2686b7d993ee444c1ae53a2c932,15514,56,67,NROOT,true,true
gpt_5_2:s41467-025-56871-1,gpt_5_2,s41467-025-56871-1,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56871-1.dot,b25f1126cad7898fd3e95f8d1065c427bf9502cb1917c2647c5a364d41773e3a,5687,21,28,NROOT,true,true
gpt_5_2:s41467-025-56873-z,gpt_5_2,s41467-025-56873-z,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56873-z.dot,d9f1a022d34df626b521888fd972a48bdd292d1db4fb9354e5aeaeccc43f5764,10032,35,37,NROOT,true,true
gpt_5_2:s41467-025-56877-9,gpt_5_2,s41467-025-56877-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56877-9.dot,f8a6f7b6ccee7992f88d69b5f870ca2924197d81244a625f38168617f1e9c542,23409,83,109,NROOT,true,true
gpt_5_2:s41467-025-56880-0,gpt_5_2,s41467-025-56880-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56880-0.dot,43efd346cd23b69a8c4562a6ad8eddb76efe9a78b25503dfcf3a0d05c5133be1,5600,20,21,NROOT,true,true
gpt_5_2:s41467-025-56882-y,gpt_5_2,s41467-025-56882-y,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56882-y.dot,2dde0f027e5248b746b159faed1c39c0554a4554ac66e2a979c051df4a834516,5249,20,19,NROOT,true,true
gpt_5_2:s41467-025-56887-7,gpt_5_2,s41467-025-56887-7,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56887-7.dot,a6a3edd3a81066e945178b19978f08e7f7447ead2856fb5fd89f8201a6a7d4ac,8791,32,31,NROOT,true,true
gpt_5_2:s41467-025-56897-5,gpt_5_2,s41467-025-56897-5,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56897-5.dot,7f95ab9b8f920f6e4f45f9ab66903011609bd3c11acf3acf46e256c616fd1c5c,10194,37,37,NROOT,true,true
gpt_5_2:s41467-025-56902-x,gpt_5_2,s41467-025-56902-x,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56902-x.dot,bd8327e91bfcf2630bfc35f00548eb84825089c17a1a26c4accaf4d993d4d0e7,5880,22,23,NROOT,true,true
gpt_5_2:s41467-025-56912-9,gpt_5_2,s41467-025-56912-9,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56912-9.dot,bfda73fb070e4c161516ff3ac1ac58ef4210eb9668d6289677477113cf291ee9,9461,34,36,NROOT,true,true
gpt_5_2:s41467-025-56921-8,gpt_5_2,s41467-025-56921-8,current_version,1.0,1.0,direct,dot/gpt_5_2/s41467-025-56921-8.dot,d0a8373b74b38200207e96072e7c2cae49b82a720b96edffe91ce2a7f1e8e119,8862,33,36,NROOT,true,true
gpt_5_2:s41467-025-56941-4,gpt_5_2,s41467-025-56941-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56941-4.dot,d7c49d864eb4176fd3904640241dcb030b18970e222301f41b35ac929641a518,12334,41,46,NROOT,true,true
gpt_5_2:s41467-025-56945-0,gpt_5_2,s41467-025-56945-0,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-56945-0.dot,6acaf48eb496c2410aa9cef7debdd971c95e85163a39c24962ba35fefe1950f5,15186,55,69,NROOT,true,true
gpt_5_2:s41467-025-56992-7,gpt_5_2,s41467-025-56992-7,current_version,1.0,1.0,direct,dot/gpt_5_2/s41467-025-56992-7.dot,e39de9d7a295fb93729a5fe97ce375ea73a49320d524c85a032556832c65ae80,6143,23,24,NROOT,true,true
gpt_5_2:s41467-025-57012-4,gpt_5_2,s41467-025-57012-4,current_version,1.0,1.0,materialized_curated_relocation,dot/gpt_5_2/s41467-025-57012-4.dot,c96ad9ef53d5baa8b484107a10ec787942ab80d7bdd5e1938ee6148f44938061,8121,32,36,NROOT,true,true
grok_4_1_thinking:s41467-025-55907-w,grok_4_1_thinking,s41467-025-55907-w,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-55907-w.dot,687bb9745085c3006304bdc3f9ad1e9240d80810ecd28deaf4822e15b750f54b,4723,16,19,NROOT,true,true
grok_4_1_thinking:s41467-025-55999-4,grok_4_1_thinking,s41467-025-55999-4,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-55999-4.dot,86c03aa5cfd3168f161cca018c976ccd3b58213144c86b30d56ad081b136961d,7028,25,24,NROOT,true,true
grok_4_1_thinking:s41467-025-56034-2,grok_4_1_thinking,s41467-025-56034-2,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56034-2.dot,517b7017da03246789eb88db2bec2be1508bc6b3ebe6b48051ea67aa9ede96dd,6708,19,18,NROOT,true,true
grok_4_1_thinking:s41467-025-56075-7,grok_4_1_thinking,s41467-025-56075-7,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56075-7.dot,39e6abe669b291e7cf16a03f3737e529ff97368ca115555ae7fd8abed1e60a6f,8605,26,25,NROOT,true,true
grok_4_1_thinking:s41467-025-56106-3,grok_4_1_thinking,s41467-025-56106-3,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56106-3.dot,45d9a8955e8a2d21511d8d438b2722114ae9d51f6eae3dfa48523a39052f2eea,3321,11,10,NROOT,true,true
grok_4_1_thinking:s41467-025-56250-w,grok_4_1_thinking,s41467-025-56250-w,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56250-w.dot,4c0963c1cf67b3d985253b04adc0c49318ed02fcd044b24a79d45b652db5ee25,3021,11,10,NROOT,true,true
grok_4_1_thinking:s41467-025-56283-1,grok_4_1_thinking,s41467-025-56283-1,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56283-1.dot,b873393da5bacf25e56a4c36b332569d40f3a6f0de534577b246648be0306223,3455,13,12,NROOT,true,true
grok_4_1_thinking:s41467-025-56295-x,grok_4_1_thinking,s41467-025-56295-x,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56295-x.dot,c492eecaf5a037fbb6d15490e4b7817d0f79b76d24fc6739ee7b42a6dfa530ce,7708,23,22,NROOT,true,true
grok_4_1_thinking:s41467-025-56359-y,grok_4_1_thinking,s41467-025-56359-y,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56359-y.dot,acc6f36a914ad39664022aaf60cc65073828660ca814a6212564e01ec5c4f0f6,3856,12,12,NROOT,true,true
grok_4_1_thinking:s41467-025-56394-9,grok_4_1_thinking,s41467-025-56394-9,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56394-9.dot,cc0314e03c2f24f5e5de701eaccd0b10f46a49191a5c823cda06b140df7c14cb,9657,41,42,NROOT,true,true
grok_4_1_thinking:s41467-025-56413-9,grok_4_1_thinking,s41467-025-56413-9,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56413-9.dot,51808f9e970b7bc83f2b5e44c418b638c20b4677dc29b498b80b838a6c0bbe3d,4403,11,10,NROOT,true,true
grok_4_1_thinking:s41467-025-56522-5,grok_4_1_thinking,s41467-025-56522-5,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56522-5.dot,3acbad4a7c5c9d74e55ab32e1ee3fc6273e0357c6d41d420e247e009c7311886,6212,21,21,NROOT,true,true
grok_4_1_thinking:s41467-025-56609-z,grok_4_1_thinking,s41467-025-56609-z,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56609-z.dot,93b08eec00e7adf4291e52a8056984d7b004cd04c7e4b7e3c69e532a62c01cde,9439,31,30,NROOT,true,true
grok_4_1_thinking:s41467-025-56611-5,grok_4_1_thinking,s41467-025-56611-5,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56611-5.dot,976e8552e91bbd3790a969caf0e76ff2a8c468f92f0ff24be8d80ea954de1c0b,2880,12,11,NROOT,true,true
grok_4_1_thinking:s41467-025-56616-0,grok_4_1_thinking,s41467-025-56616-0,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56616-0.dot,d065b1e5745c266c1c19796100181da53fa809cd81aecd4ae8fcb0015c759035,5164,15,14,NROOT,true,true
grok_4_1_thinking:s41467-025-56618-y,grok_4_1_thinking,s41467-025-56618-y,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56618-y.dot,1bfab9328c0a093485633e13b2275f5488a29eb8857675404b597c2d803f5aea,7601,23,25,NROOT,true,true
grok_4_1_thinking:s41467-025-56622-2,grok_4_1_thinking,s41467-025-56622-2,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56622-2.dot,2888c775500a34150c4818cc4dc56a2f847c28bf9c892555c89f7e450ebc16b9,12310,54,53,NROOT,true,true
grok_4_1_thinking:s41467-025-56635-x,grok_4_1_thinking,s41467-025-56635-x,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56635-x.dot,190e3a016dafb189a2a83e0653b6ed975a46bf7d299e048d61b9307f8201debb,3994,12,11,NROOT,true,true
grok_4_1_thinking:s41467-025-56641-z,grok_4_1_thinking,s41467-025-56641-z,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56641-z.dot,eee54573329641716937c1e621f1617f0065673eb768a8cf2849633020347d17,6452,20,19,NROOT,true,true
grok_4_1_thinking:s41467-025-56657-5,grok_4_1_thinking,s41467-025-56657-5,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56657-5.dot,8d670e416e41a762d468079e5a1e89d47a34b1a986ed026f096d74cc9ccb4993,7029,26,26,NROOT,true,true
grok_4_1_thinking:s41467-025-56667-3,grok_4_1_thinking,s41467-025-56667-3,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56667-3.dot,ed86a791c446c34cb64bf85a572b714abd1d5993ac6b16258234ebb7da41ab8d,3281,8,7,NROOT,true,true
grok_4_1_thinking:s41467-025-56697-x,grok_4_1_thinking,s41467-025-56697-x,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56697-x.dot,90f6041be9330d6da44c4e082bddf9bd43def9860609b56df79c9a0c8f75fc81,5627,15,15,NROOT,true,true
grok_4_1_thinking:s41467-025-56698-w,grok_4_1_thinking,s41467-025-56698-w,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56698-w.dot,58a64b2555773599f8807e5747c6b029b9690a8642496dc8c02812675cda1e7b,6947,19,18,NROOT,true,true
grok_4_1_thinking:s41467-025-56722-z,grok_4_1_thinking,s41467-025-56722-z,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56722-z.dot,c1782c23e5f3690537fa9d6349f5d4fb621c83a3269e731d5d6a81f22dfb1f52,7374,23,23,NROOT,true,true
grok_4_1_thinking:s41467-025-56724-x,grok_4_1_thinking,s41467-025-56724-x,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56724-x.dot,131fc190fd05d7f8ad0ac8c3875e99a0bbfcd525ba9e28de30845458b554df51,7881,26,25,NROOT,true,true
grok_4_1_thinking:s41467-025-56729-6,grok_4_1_thinking,s41467-025-56729-6,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56729-6.dot,bfd1fb3b14e9ef03299fcbfd28e797c73d33eacda8ecfd9455a96813c11654b1,3526,12,11,NROOT,true,true
grok_4_1_thinking:s41467-025-56732-x,grok_4_1_thinking,s41467-025-56732-x,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56732-x.dot,acd640c9f47feaeec51641a26d9a6ecd12d2e165b18c3f151efde711eb9da684,10338,33,35,NROOT,true,true
grok_4_1_thinking:s41467-025-56734-9,grok_4_1_thinking,s41467-025-56734-9,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56734-9.dot,8864080a4520553b7f4e457b585bdff7aaa294e364e2dd70d7d590437f872f69,5194,18,22,NROOT,true,true
grok_4_1_thinking:s41467-025-56738-5,grok_4_1_thinking,s41467-025-56738-5,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56738-5.dot,1f5085267889b7a48ee6f964bc8a7f7d8a479806cacf1e75e0f383720fc7a2a6,8251,25,24,NROOT,true,true
grok_4_1_thinking:s41467-025-56739-4,grok_4_1_thinking,s41467-025-56739-4,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56739-4.dot,3471df0235f652c40e352a8f83d5bad3ea474528f2e33a1ecd3bd2c63148eb46,8768,26,25,NROOT,true,true
grok_4_1_thinking:s41467-025-56751-8,grok_4_1_thinking,s41467-025-56751-8,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56751-8.dot,2a77bed6e416eda3778f1c768fa3e6f1f4759650a6d8eadc79a9a9d65a72b0ce,4324,19,21,NROOT,true,true
grok_4_1_thinking:s41467-025-56757-2,grok_4_1_thinking,s41467-025-56757-2,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56757-2.dot,751e305e7c0e07d8d015389f62678b6429ac2cf4d0ca6c9528e0290c95ff8fa7,8974,29,28,NROOT,true,true
grok_4_1_thinking:s41467-025-56761-6,grok_4_1_thinking,s41467-025-56761-6,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56761-6.dot,586df5872f9480cc4e06c06cf5d338ccbe16bdaea36833df60c7063777c654fb,6083,16,16,NROOT,true,true
grok_4_1_thinking:s41467-025-56764-3,grok_4_1_thinking,s41467-025-56764-3,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56764-3.dot,ffc0250a556298c9b4269fc97b38ffaa0fcd7644904a32377d695b18fd3d0dac,12334,47,50,NROOT,true,true
grok_4_1_thinking:s41467-025-56765-2,grok_4_1_thinking,s41467-025-56765-2,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56765-2.dot,91139d908b1fceac8cf0a1c545194b6b4bc74bd9038a0aca88399285f2cdf0ef,1620,5,4,NROOT,true,true
grok_4_1_thinking:s41467-025-56769-y,grok_4_1_thinking,s41467-025-56769-y,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56769-y.dot,20d5b88d08ad595f127dd088506b1e2948b9f6dbd683e84be1ae7587d006f522,6131,21,20,NROOT,true,true
grok_4_1_thinking:s41467-025-56776-z,grok_4_1_thinking,s41467-025-56776-z,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56776-z.dot,557025edc6b63413e441c36c5c0510ef79e1e0d8ffb82b1328098e9ff2ba5733,9140,28,27,NROOT,true,true
grok_4_1_thinking:s41467-025-56786-x,grok_4_1_thinking,s41467-025-56786-x,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56786-x.dot,925695aace91f70aa78513da67274e4d03a8c0364b08e4114761d54aab43875b,2583,10,9,NROOT,true,true
grok_4_1_thinking:s41467-025-56787-w,grok_4_1_thinking,s41467-025-56787-w,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56787-w.dot,b50093a810a2f6f67ef8e2de72677595ad099ec0e637f8f3eb33a3c1069aa30b,4337,13,12,NROOT,true,true
grok_4_1_thinking:s41467-025-56795-w,grok_4_1_thinking,s41467-025-56795-w,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56795-w.dot,06587ec11f814a48a9ce96beca341861c5901017e731e9fa4dd56b62cb13d39d,7006,17,17,NROOT,true,true
grok_4_1_thinking:s41467-025-56797-8,grok_4_1_thinking,s41467-025-56797-8,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56797-8.dot,6ecfbf8f2bd797b9544accd0b7ebaf31ec71f160ef7486299b726810920cb086,2338,10,9,NROOT,true,true
grok_4_1_thinking:s41467-025-56798-7,grok_4_1_thinking,s41467-025-56798-7,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56798-7.dot,df69b43b668a7596882adbcda7d270c4bc2acde874191702809f9bd8ebe6ba47,8574,28,27,NROOT,true,true
grok_4_1_thinking:s41467-025-56799-6,grok_4_1_thinking,s41467-025-56799-6,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56799-6.dot,e7f2269325e02111251dfd5ab115801c2fcad9d4de65f2da9bab17875c09b34a,4244,11,10,NROOT,true,true
grok_4_1_thinking:s41467-025-56814-w,grok_4_1_thinking,s41467-025-56814-w,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56814-w.dot,b2eec8ba67da6c35673b71bdcb96a4c689152645de7c391e18d4e98aabb052ee,7806,25,24,NROOT,true,true
grok_4_1_thinking:s41467-025-56815-9,grok_4_1_thinking,s41467-025-56815-9,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56815-9.dot,2a6b3f4807205d39ff648fca92452616c8983770f1a1c4b7c39e64a2c6acdd12,7749,29,28,NROOT,true,true
grok_4_1_thinking:s41467-025-56819-5,grok_4_1_thinking,s41467-025-56819-5,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56819-5.dot,78e6ba4804382382fecc74dad2f437820966a3a73cd81c262c50f11b1e579850,3492,12,11,NROOT,true,true
grok_4_1_thinking:s41467-025-56821-x,grok_4_1_thinking,s41467-025-56821-x,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56821-x.dot,85b039fa82763ec581e95f6dc8740713af0ca4b073b18ce722103e1618d96a29,5375,18,19,NROOT,true,true
grok_4_1_thinking:s41467-025-56822-w,grok_4_1_thinking,s41467-025-56822-w,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56822-w.dot,dd40271c10407f58a2851fac5451046008a07a4c099b83b4ee7073dfad4cee3f,8466,30,34,NROOT,true,true
grok_4_1_thinking:s41467-025-56842-6,grok_4_1_thinking,s41467-025-56842-6,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56842-6.dot,96a4724892f08712c01e8fccf51338a48711d62050fbfa5ced3c39cb0082bea0,5107,19,18,NROOT,true,true
grok_4_1_thinking:s41467-025-56846-2,grok_4_1_thinking,s41467-025-56846-2,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56846-2.dot,14378d10da622f4ff014cae8973b38bc2dcbdb54bf3cbdb3ad856262f21a3c45,2382,8,7,NROOT,true,true
grok_4_1_thinking:s41467-025-56850-6,grok_4_1_thinking,s41467-025-56850-6,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56850-6.dot,ca7ad6d2f5a5889032f23ed3861bbd2d3e43fb3488114ea734202764bf7e6e58,3817,14,13,NROOT,true,true
grok_4_1_thinking:s41467-025-56852-4,grok_4_1_thinking,s41467-025-56852-4,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56852-4.dot,9577de8dbbf380730071c9c1dfb3061e7b368225566b27a00345236a35df5008,7987,27,26,NROOT,true,true
grok_4_1_thinking:s41467-025-56853-3,grok_4_1_thinking,s41467-025-56853-3,current_version,1.0,1.0,direct,dot/grok_4_1_thinking/s41467-025-56853-3.dot,f80c56708f4599d08387ac0082dbd33e280a05c822d7b41f5f504bb3f1bb2814,3157,11,10,NROOT,true,true
grok_4_1_thinking:s41467-025-56856-0,grok_4_1_thinking,s41467-025-56856-0,current_version,1.0,1.0,materialized_curated_relocation,dot/grok_4_1_thinking/s41467-025-56856-0.dot,d103c7a0189c8056163a0b991235daca44c261343d4b630b5cd23077e4f21593,5475,21,20,NROOT,true,true
